# Longitude (deg), Latitude (deg), Distance Along Fault (km), Distance Along Fault (m), Scarp Height (m), Scarp Height Std (m), Upper Slope Angle (deg), upper slope std, Lower Slope Angle (deg), lower_slope_std, Filtered Median offset (1km), filtered standard deviation (1km), Filtered Median offset (3km), filtered standard deviation (3km), Filtered Median offset (5km), filtered standard deviation (5km)
31.96,-11.89,26.82,26817.00,17.52,0.17,9.19,0.12,0.98,0.98,14.51,1.31,13.97,5.13,14.10,5.68
31.97,-11.89,26.94,26937.00,14.10,0.23,4.10,0.06,2.75,2.75,14.30,3.10,13.97,5.13,14.03,5.34
31.97,-11.89,27.06,27057.00,,,,,,,14.30,3.82,13.97,5.13,14.10,5.80
31.97,-11.88,27.18,27177.00,,,,,,,14.10,4.10,14.03,5.33,14.10,5.80
31.97,-11.88,27.30,27297.00,,,,,,,10.94,4.28,14.03,5.33,14.03,5.82
31.97,-11.88,27.42,27417.00,7.42,0.25,2.64,0.01,3.59,3.59,7.60,3.78,14.03,5.33,13.97,5.70
31.97,-11.88,27.54,27537.00,7.78,0.09,3.19,0.08,0.83,0.83,5.49,2.22,14.03,5.33,13.97,5.70
31.97,-11.88,27.66,27657.00,,,,,,,5.49,2.22,14.03,5.33,13.97,5.70
31.97,-11.88,27.78,27777.00,,,-0.31,0.11,2.08,2.08,5.49,2.22,14.03,5.33,14.03,5.93
31.97,-11.88,27.90,27897.00,3.56,0.07,0.16,0.06,1.18,1.18,5.49,2.22,14.03,5.33,14.03,5.93
31.97,-11.88,28.02,28017.00,2.82,0.20,2.34,0.02,0.87,0.87,3.56,2.18,14.30,6.23,14.10,6.25
31.97,-11.88,28.14,28137.00,,,,,,,3.56,7.00,14.10,6.53,14.30,7.80
31.97,-11.88,28.26,28257.00,,,,,,,3.56,7.00,7.78,6.62,14.51,7.59
31.97,-11.87,28.38,28377.00,,,,,,,3.56,7.00,7.60,6.60,14.51,7.59
31.97,-11.87,28.50,28497.00,,,,,,,10.42,7.60,7.42,6.89,14.92,7.89
31.97,-11.87,28.62,28617.00,18.02,0.20,10.39,0.16,3.21,3.21,18.02,0.00,7.42,6.89,14.51,7.73
31.97,-11.87,28.74,28737.00,,,,,,,18.02,0.00,7.42,6.89,14.51,7.73
31.97,-11.87,28.86,28857.00,,,,,,,18.02,0.00,7.42,6.89,14.51,7.73
31.97,-11.87,28.98,28977.00,,,,,,,20.18,2.16,7.78,7.90,14.92,7.97
31.97,-11.87,29.10,29097.00,,,,,,,20.18,2.16,18.02,10.32,15.33,8.23
31.97,-11.87,29.22,29217.00,,,,,,,14.49,7.85,17.86,9.68,14.10,8.35
31.97,-11.87,29.34,29337.00,,,,,,,14.49,7.85,17.86,9.68,12.33,8.61
31.97,-11.87,29.46,29457.00,22.34,0.17,1.43,0.09,1.17,1.17,14.49,7.85,19.81,9.04,9.80,8.77
31.97,-11.86,29.58,29577.00,,,,,,,14.49,7.85,19.81,7.63,9.80,8.77
31.97,-11.86,29.70,29697.00,6.64,0.13,1.03,0.16,0.92,0.92,14.49,7.85,19.81,7.63,9.80,8.77
31.97,-11.86,29.82,29817.00,,,,,,,14.49,7.85,19.81,7.63,9.80,8.77
31.97,-11.86,29.94,29937.00,,,,,,,21.59,7.23,19.81,7.63,10.56,8.91
31.97,-11.86,30.06,30057.00,,,,,,,21.59,10.42,19.81,7.63,14.13,9.07
31.97,-11.86,30.18,30177.00,,,,,,,19.64,9.08,19.64,8.37,14.13,9.07
31.98,-11.86,30.30,30297.00,,,,,,,21.59,6.05,19.64,8.37,14.13,9.07
31.98,-11.86,30.42,30417.00,21.59,0.49,5.08,0.09,1.81,1.81,23.91,5.35,17.69,8.56,17.69,8.78
31.98,-11.86,30.54,30537.00,32.02,0.54,4.45,0.15,0.72,0.72,21.59,7.31,17.69,8.56,17.86,8.12
31.98,-11.86,30.66,30657.00,17.69,0.41,1.18,0.40,3.22,3.22,21.59,7.31,17.69,8.56,18.02,9.08
31.98,-11.85,30.78,30777.00,,,8.64,0.02,-3.35,-3.35,21.59,7.31,17.69,8.56,19.81,11.07
31.98,-11.85,30.90,30897.00,26.23,0.43,3.95,0.22,0.02,0.02,21.59,7.31,17.69,8.56,21.59,12.45
31.98,-11.85,31.02,31017.00,10.56,0.14,0.41,0.02,2.70,2.70,21.96,8.17,14.13,8.86,21.97,12.97
31.98,-11.85,31.14,31137.00,,,1.55,0.24,-2.04,-2.04,14.13,6.81,14.13,8.86,24.29,13.02
31.98,-11.85,31.26,31257.00,,,,,,,10.56,7.77,17.69,8.61,26.23,12.99
31.98,-11.85,31.38,31376.00,,,,,,,9.80,7.48,17.69,8.61,29.13,13.65
31.98,-11.85,31.50,31496.00,,,1.11,0.03,-0.32,-0.32,9.04,1.16,17.69,8.61,32.02,13.73
31.98,-11.85,31.62,31616.00,9.04,0.15,1.35,0.10,1.68,1.68,8.38,0.67,19.64,9.61,32.16,13.40
31.98,-11.85,31.74,31736.00,,,,,,,8.38,0.67,21.59,11.72,32.16,13.40
31.98,-11.84,31.86,31856.00,7.71,0.13,1.79,0.15,1.24,1.24,8.38,0.67,23.91,13.01,32.30,13.33
31.98,-11.84,31.98,31976.00,,,,,,,8.38,0.67,29.13,13.91,32.94,13.60
31.98,-11.84,32.10,32096.00,,,,,,,8.38,0.67,29.26,13.93,32.30,13.25
31.98,-11.84,32.22,32216.00,,,,,,,7.71,0.00,33.00,13.93,32.30,12.14
31.98,-11.84,32.34,32336.00,,,,,,,7.71,0.00,33.69,14.36,32.16,11.83
31.98,-11.84,32.46,32456.00,,,,,,,,,37.94,14.69,32.02,12.16
31.98,-11.84,32.58,32576.00,,,,,,,33.69,0.00,37.94,13.04,31.97,12.44
31.98,-11.84,32.70,32696.00,,,,,,,38.59,4.89,37.94,13.04,31.92,12.18
31.98,-11.84,32.82,32816.00,,,,,,,43.48,5.01,39.32,12.61,31.73,12.45
31.98,-11.83,32.94,32936.00,,,,,,,42.65,4.36,39.32,12.61,31.92,12.64
31.98,-11.83,33.06,33056.00,33.69,0.45,19.70,0.47,6.63,6.63,41.82,5.23,37.94,12.31,31.73,12.90
31.98,-11.83,33.18,33176.00,43.48,0.49,13.59,0.16,5.32,5.32,39.88,4.80,37.94,10.20,31.73,13.07
31.98,-11.83,33.30,33296.00,45.00,0.58,16.28,0.25,7.04,7.04,41.82,5.39,35.82,9.87,31.53,13.66
31.98,-11.83,33.42,33416.00,41.82,0.40,21.59,0.02,3.99,3.99,42.26,5.11,35.82,8.93,31.73,13.97
31.98,-11.83,33.54,33536.00,32.30,0.39,20.66,0.07,14.69,14.69,41.82,5.30,33.69,10.44,31.92,13.80
31.98,-11.83,33.66,33656.00,37.94,0.72,21.33,0.20,7.65,7.65,42.26,5.13,33.64,10.13,31.73,13.77
31.98,-11.83,33.78,33776.00,47.78,0.74,17.74,0.36,5.07,5.07,41.26,5.01,33.58,11.20,31.73,13.77
31.98,-11.83,33.90,33896.00,42.70,0.16,16.91,0.12,4.98,4.98,40.69,5.00,33.58,11.20,31.73,13.77
31.98,-11.83,34.02,34016.00,33.58,0.24,17.86,0.11,0.02,0.02,37.94,6.59,33.58,11.20,31.73,13.77
31.98,-11.82,34.14,34136.00,,,,,,,37.94,7.20,32.94,11.70,31.92,13.49
31.98,-11.82,34.26,34256.00,40.69,0.41,1.82,0.13,1.78,1.78,33.58,7.36,32.30,12.88,31.92,13.49
31.98,-11.82,34.38,34376.00,,,2.58,0.04,-0.23,-0.23,31.92,9.28,32.30,12.88,32.11,12.99
31.98,-11.82,34.50,34496.00,26.60,0.40,0.89,0.13,3.26,3.26,28.05,9.89,32.30,12.88,31.92,13.42
31.98,-11.82,34.62,34616.00,28.05,0.25,5.06,0.01,4.46,4.46,28.05,9.71,31.92,13.29,31.73,13.79
31.98,-11.82,34.74,34736.00,31.92,0.77,3.82,0.25,3.41,3.41,27.32,10.38,31.73,13.20,31.73,13.79
31.98,-11.82,34.86,34856.00,12.66,0.18,6.97,0.03,4.07,4.07,26.60,8.91,31.53,12.92,31.53,14.29
31.98,-11.82,34.98,34976.00,11.99,0.57,2.20,0.37,2.02,2.02,26.60,8.91,29.79,12.78,29.79,14.37
31.98,-11.82,35.10,35096.00,31.53,0.49,1.38,0.17,2.32,2.32,13.77,9.08,28.05,13.11,29.79,14.37
31.98,-11.82,35.22,35216.00,11.01,0.10,9.24,0.06,1.81,1.81,12.66,9.84,27.32,13.15,29.79,14.37
31.98,-11.81,35.34,35336.00,,,,,,,12.33,8.27,26.60,11.99,29.79,14.37
31.98,-11.81,35.46,35456.00,,,,,,,11.99,9.03,14.63,11.17,29.79,14.37
31.99,-11.81,35.58,35576.00,13.77,0.32,3.65,0.02,0.48,0.48,13.77,8.94,13.77,11.00,27.32,15.01
31.99,-11.81,35.70,35696.00,4.57,0.17,0.30,0.09,0.47,0.47,12.39,3.94,13.77,11.00,26.60,14.78
31.99,-11.81,35.82,35816.00,,,,,,,13.77,4.55,12.66,9.61,14.63,14.59
31.99,-11.81,35.94,35936.00,,,3.88,0.02,-0.17,-0.17,13.77,4.55,12.33,9.40,14.20,14.26
31.99,-11.81,36.06,36056.00,14.63,0.19,10.02,0.11,1.05,1.05,13.77,4.55,11.99,9.22,13.77,14.36
31.99,-11.81,36.18,36176.00,,,,,,,9.60,5.03,11.50,8.71,13.22,14.15
31.99,-11.81,36.30,36296.00,,,,,,,14.63,0.00,11.01,7.02,12.33,12.98
31.99,-11.80,36.42,36416.00,,,,,,,11.62,3.01,10.41,7.36,11.50,11.71
31.99,-11.80,36.54,36536.00,,,,,,,8.61,3.02,9.21,7.91,10.41,11.22
31.99,-11.80,36.66,36656.00,,,,,,,8.24,0.36,8.61,4.07,9.81,11.16
31.99,-11.80,36.78,36776.00,,,,,,,7.88,1.92,7.88,4.24,9.21,9.57
31.99,-11.80,36.90,36896.00,8.61,0.34,1.51,0.08,0.04,0.04,8.24,2.09,7.88,4.24,8.61,9.41
31.99,-11.80,37.02,37016.00,7.88,0.40,1.42,0.19,0.15,0.15,8.24,2.09,7.88,4.24,8.24,9.02
31.99,-11.80,37.14,37136.00,,,-0.11,0.07,0.40,0.40,8.24,2.09,6.22,3.87,7.88,8.34
31.99,-11.80,37.26,37256.00,4.22,0.15,2.04,0.15,0.11,0.11,8.24,2.09,6.05,4.03,7.78,6.75
31.99,-11.80,37.38,37376.00,9.81,0.09,0.65,0.01,1.12,1.12,8.24,2.09,7.67,3.81,7.67,6.88
31.99,-11.80,37.50,37496.00,,,,,,,6.05,3.02,5.95,3.79,7.05,7.04
31.99,-11.80,37.62,37616.00,,,,,,,4.22,3.26,3.97,2.68,6.43,3.88
31.99,-11.79,37.74,37736.00,,,,,,,3.83,2.94,3.97,2.68,5.50,3.85
31.99,-11.79,37.86,37856.00,,,-0.20,0.09,0.18,0.18,3.44,3.37,4.22,2.57,5.50,3.85
31.99,-11.79,37.98,37976.00,2.08,0.46,1.60,0.16,0.54,0.54,2.76,0.68,4.22,2.57,5.50,3.85
32.00,-11.79,38.10,38096.00,,,,,,,2.76,0.68,4.22,2.57,4.57,3.43
32.00,-11.79,38.22,38216.00,3.44,0.08,1.34,0.13,0.17,0.17,2.90,0.56,4.22,2.57,6.43,3.48
32.00,-11.79,38.34,38336.00,,,0.60,0.01,-0.46,-0.46,3.17,2.16,4.22,2.57,6.43,3.48
32.00,-11.79,38.46,38456.00,,,,,,,3.08,1.97,3.97,2.49,6.43,3.48
32.00,-11.79,38.58,38576.00,,,,,,,3.44,1.78,3.72,2.43,5.32,2.65
32.00,-11.79,38.70,38696.00,2.90,0.03,0.44,0.03,0.12,0.12,3.44,1.78,3.72,2.43,5.32,2.65
32.00,-11.79,38.82,38816.00,7.67,0.08,0.19,0.03,0.08,0.08,3.72,1.93,3.58,2.57,5.32,2.65
32.00,-11.79,38.94,38936.00,3.08,0.09,0.69,0.02,1.43,1.43,3.72,1.93,3.44,1.90,5.32,2.65
32.00,-11.78,39.06,39056.00,3.72,0.16,1.05,0.15,0.39,0.39,3.72,1.93,3.44,1.90,5.32,2.65
32.00,-11.78,39.18,39176.00,,,-0.78,0.07,0.18,0.18,3.72,1.93,3.58,2.39,5.32,2.65
32.00,-11.78,39.30,39296.00,6.43,0.11,1.67,0.07,0.79,0.79,5.07,1.89,3.58,2.39,5.32,2.65
32.00,-11.78,39.42,39416.00,,,,,,,3.72,1.45,3.58,2.39,4.22,2.62
32.00,-11.78,39.54,39536.00,,,,,,,5.07,1.36,3.72,2.31,4.22,3.16
32.00,-11.78,39.66,39656.00,,,,,,,6.43,0.00,3.72,2.31,4.22,3.16
32.00,-11.78,39.78,39776.00,,,,,,,6.43,0.00,5.07,2.37,5.07,3.27
32.00,-11.78,39.90,39896.00,,,,,,,,,5.07,2.37,3.72,3.18
32.00,-11.78,40.02,40016.00,,,,,,,,,5.07,2.37,3.72,3.18
32.00,-11.78,40.14,40136.00,,,,,,,9.01,0.00,5.07,2.37,3.72,3.18
32.01,-11.78,40.26,40256.00,,,,,,,9.01,0.00,6.43,2.27,3.72,3.18
32.01,-11.77,40.38,40376.00,,,,,,,9.01,0.00,5.07,2.36,3.72,3.18
32.01,-11.77,40.50,40496.00,,,,,,,9.01,0.00,7.72,3.04,5.07,3.10
32.01,-11.77,40.62,40616.00,9.01,0.09,1.85,0.05,1.21,1.21,9.01,0.00,9.01,2.24,5.07,3.10
32.01,-11.77,40.74,40736.00,,,,,,,9.01,0.00,9.01,2.24,6.43,3.15
32.01,-11.77,40.86,40856.00,,,,,,,9.01,0.00,10.47,1.45,7.05,4.99
32.01,-11.77,40.98,40976.00,,,,,,,9.01,0.00,10.47,1.45,7.05,4.99
32.01,-11.77,41.10,41096.00,,,,,,,9.01,0.00,10.47,1.45,7.05,4.99
32.01,-11.77,41.22,41216.00,,,0.78,0.14,-3.48,-3.48,,,10.47,1.45,7.67,4.93
32.01,-11.77,41.34,41336.00,,,,,,,,,10.47,1.45,7.72,5.31
32.01,-11.77,41.46,41456.00,,,,,,,11.92,0.00,10.47,1.45,9.01,5.10
32.01,-11.76,41.58,41576.00,,,,,,,11.92,0.00,10.47,1.45,11.92,4.09
32.01,-11.76,41.70,41696.00,,,,,,,11.92,0.00,10.47,1.45,11.92,4.09
32.01,-11.76,41.82,41816.00,,,,,,,11.92,0.00,11.92,4.00,12.44,3.47
32.01,-11.76,41.94,41936.00,11.92,0.29,0.16,0.04,1.64,1.64,11.92,0.00,11.92,4.00,12.44,3.47
32.01,-11.76,42.06,42056.00,,,,,,,11.92,0.00,11.92,4.00,12.44,3.47
32.01,-11.76,42.18,42176.00,,,,,,,11.92,0.00,15.24,3.32,12.44,3.47
32.02,-11.76,42.30,42296.00,,,,,,,11.92,0.00,15.24,3.32,12.44,3.47
32.02,-11.76,42.42,42416.00,,,,,,,11.92,0.00,15.24,3.32,12.44,3.47
32.02,-11.76,42.54,42536.00,,,,,,,,,12.97,2.92,12.44,3.47
32.02,-11.76,42.66,42656.00,,,,,,,,,12.97,2.92,12.44,3.47
32.02,-11.76,42.78,42776.00,,,,,,,18.57,0.00,12.97,2.92,11.92,4.18
32.02,-11.75,42.90,42896.00,,,,,,,18.57,0.00,12.97,2.92,10.47,4.32
32.02,-11.75,43.02,43016.00,,,,,,,18.57,0.00,12.97,2.92,9.01,4.11
32.02,-11.75,43.14,43136.00,,,,,,,18.57,0.00,12.97,2.92,10.02,4.40
32.02,-11.75,43.26,43256.00,18.57,0.72,7.12,0.31,3.60,3.60,18.57,0.00,12.97,2.92,8.11,4.17
32.02,-11.75,43.38,43376.00,,,9.97,0.49,-1.95,-1.95,18.57,0.00,12.97,2.92,8.09,4.02
32.02,-11.75,43.50,43496.00,,,,,,,15.77,2.80,15.77,2.80,8.09,4.02
32.02,-11.75,43.62,43616.00,,,,,,,15.77,2.80,15.77,2.80,8.09,4.02
32.02,-11.75,43.74,43736.00,,,,,,,15.77,2.80,12.97,5.09,8.11,3.83
32.02,-11.75,43.86,43856.00,,,10.55,0.12,-0.72,-0.72,12.97,0.00,9.61,5.19,8.11,3.83
32.02,-11.75,43.98,43976.00,12.97,0.21,6.76,0.03,-0.01,-0.01,12.97,0.00,8.11,4.78,8.11,3.83
32.02,-11.75,44.10,44096.00,,,,,,,12.97,0.00,8.11,4.78,8.11,3.83
32.02,-11.74,44.22,44216.00,,,,,,,12.97,0.00,8.09,4.45,9.95,3.89
32.02,-11.74,44.34,44336.00,,,,,,,12.97,0.00,8.07,4.22,11.78,6.16
32.02,-11.74,44.46,44456.00,,,,,,,12.97,0.00,8.07,4.22,11.78,6.40
32.02,-11.74,44.58,44576.00,,,,,,,,,8.07,4.22,12.38,6.54
32.02,-11.74,44.70,44696.00,,,,,,,6.12,0.00,8.09,4.01,12.38,6.54
32.02,-11.74,44.82,44816.00,,,,,,,6.18,0.06,8.07,2.48,12.97,10.18
32.02,-11.74,44.94,44936.00,,,,,,,6.24,0.91,8.07,2.48,12.97,10.18
32.02,-11.74,45.06,45056.00,,,-0.20,0.05,0.25,0.25,6.24,0.91,8.07,2.48,13.83,11.45
32.02,-11.74,45.18,45176.00,6.12,0.21,0.34,0.27,3.95,3.95,7.16,0.96,8.09,3.06,14.69,11.06
32.02,-11.73,45.30,45296.00,6.24,0.16,2.11,0.16,2.52,2.52,7.37,0.86,8.11,6.43,14.69,11.06
32.02,-11.73,45.42,45416.00,8.11,0.50,1.60,0.20,3.87,3.87,7.37,0.86,9.95,6.42,14.69,11.06
32.02,-11.73,45.54,45536.00,,,,,,,7.37,0.86,9.95,6.96,14.69,11.06
32.02,-11.73,45.66,45656.00,8.07,0.14,2.65,0.05,1.38,1.38,7.72,1.89,9.95,6.96,14.69,11.06
32.02,-11.73,45.78,45776.00,7.37,0.35,4.65,0.07,2.34,2.34,8.07,1.86,11.78,11.00,13.83,11.45
32.02,-11.73,45.90,45896.00,,,,,,,8.09,1.73,11.78,11.00,13.83,11.45
32.02,-11.73,46.02,46016.00,,,,,,,8.07,1.93,13.24,12.30,13.83,11.45
32.02,-11.73,46.14,46136.00,11.78,0.05,2.17,0.05,1.36,1.36,9.93,2.95,14.69,11.81,13.83,11.45
32.03,-11.73,46.26,46256.00,,,,,,,13.24,7.57,14.69,11.81,14.69,13.11
32.03,-11.72,46.38,46376.00,,,,,,,16.45,5.99,14.69,11.81,14.69,13.11
32.03,-11.72,46.50,46496.00,,,,,,,18.21,5.48,14.69,11.81,15.74,13.46
32.03,-11.72,46.62,46616.00,14.69,0.16,3.78,0.03,3.32,3.32,18.21,5.48,14.69,11.81,15.74,13.46
32.03,-11.72,46.74,46736.00,27.70,0.29,2.94,0.18,6.52,6.52,21.02,10.16,15.74,11.81,16.79,13.35
32.03,-11.72,46.86,46855.00,18.21,0.18,3.35,0.02,6.81,6.81,21.02,10.16,16.79,11.71,16.79,13.35
32.03,-11.72,46.98,46975.00,21.02,0.09,4.43,0.05,0.66,0.66,24.36,10.58,17.50,11.68,16.79,13.35
32.03,-11.72,47.10,47095.00,,,,,,,21.02,10.46,17.50,11.68,16.79,13.35
32.03,-11.72,47.22,47215.00,43.45,0.71,12.03,0.26,9.14,9.14,24.36,10.18,19.61,12.93,15.74,13.11
32.03,-11.72,47.34,47335.00,,,,,,,21.02,11.15,21.02,12.22,16.79,13.55
32.03,-11.72,47.46,47455.00,38.66,0.26,6.04,0.06,9.13,9.13,29.84,11.30,21.02,12.22,17.50,13.73
32.03,-11.72,47.58,47575.00,16.79,1.00,4.07,0.09,1.59,1.59,38.66,11.60,21.02,12.22,17.50,13.73
32.03,-11.72,47.70,47695.00,,,,,,,38.66,11.60,27.70,11.13,18.21,13.57
32.03,-11.71,47.82,47815.00,,,,,,,27.72,10.94,27.70,11.13,19.61,13.32
32.03,-11.71,47.94,47935.00,,,,,,,27.72,10.94,27.70,11.13,21.02,13.10
32.03,-11.71,48.06,48055.00,,,,,,,16.79,0.00,27.70,11.13,21.02,13.10
32.03,-11.71,48.18,48175.00,,,,,,,45.45,0.00,27.70,11.64,24.36,12.73
32.04,-11.71,48.30,48295.00,,,,,,,45.45,0.00,31.62,12.17,29.66,11.81
32.04,-11.71,48.42,48415.00,,,,,,,45.45,0.00,37.95,11.70,27.70,12.27
32.04,-11.71,48.54,48535.00,,,3.90,0.27,-0.76,-0.76,45.45,0.00,38.30,11.74,24.36,11.99
32.04,-11.71,48.66,48655.00,45.45,0.63,2.62,0.18,2.91,2.91,38.53,6.92,38.30,11.74,27.70,11.75
32.04,-11.71,48.78,48775.00,,,5.31,0.03,-0.76,-0.76,38.53,6.92,37.95,11.83,27.62,11.38
32.04,-11.71,48.90,48895.00,,,,,,,38.53,6.92,37.95,11.83,27.62,11.38
32.04,-11.71,49.02,49015.00,,,,,,,38.53,6.92,34.78,12.40,27.62,11.38
32.04,-11.71,49.14,49135.00,31.62,0.52,9.20,0.11,2.67,2.67,31.62,14.04,37.95,11.82,27.70,11.24
32.04,-11.71,49.26,49255.00,,,,,,,31.62,11.94,36.78,10.82,29.59,11.64
32.04,-11.70,49.38,49375.00,,,,,,,34.78,11.29,35.61,12.97,31.62,11.71
32.04,-11.70,49.50,49495.00,,,,,,,34.78,11.29,33.61,12.59,33.61,11.94
32.04,-11.70,49.62,49615.00,11.26,0.28,8.82,0.11,3.89,3.89,34.78,11.29,33.61,12.59,33.61,11.94
32.04,-11.70,49.74,49735.00,39.63,1.87,11.32,0.55,2.68,2.68,37.95,13.00,31.62,11.88,31.62,11.72
32.05,-11.70,49.86,49855.00,37.95,0.99,7.72,0.07,2.07,2.07,37.95,13.00,31.62,11.88,31.62,11.72
32.05,-11.70,49.98,49975.00,,,,,,,37.95,13.00,31.62,11.88,29.59,11.83
32.05,-11.70,50.10,50095.00,,,,,,,37.95,13.00,31.62,11.88,31.62,11.88
32.05,-11.70,50.22,50215.00,,,,,,,37.95,1.65,29.59,10.94,31.62,11.88
32.05,-11.70,50.34,50335.00,,,,,,,35.61,12.64,29.59,10.94,31.62,11.88
32.05,-11.70,50.46,50455.00,,,,,,,20.11,10.52,29.59,10.94,31.62,11.88
32.05,-11.70,50.58,50575.00,,,,,,,20.11,10.52,29.59,10.94,31.62,11.88
32.05,-11.70,50.70,50695.00,35.61,0.95,1.55,0.65,0.62,0.62,23.83,9.43,27.55,11.53,31.62,11.88
32.05,-11.70,50.82,50815.00,10.05,0.18,0.73,0.10,1.58,1.58,23.83,9.43,27.55,11.53,31.62,11.88
32.05,-11.69,50.94,50935.00,20.11,0.61,10.27,0.02,0.40,0.40,23.83,9.43,27.55,11.53,31.62,11.88
32.05,-11.69,51.06,51055.00,,,,,,,23.83,9.43,27.55,11.53,31.62,11.88
32.05,-11.69,51.18,51175.00,27.55,1.76,6.03,0.95,2.12,2.12,23.83,9.43,31.58,10.61,29.59,10.94
32.06,-11.69,51.30,51295.00,,,,,,,20.11,7.17,27.55,10.26,29.59,10.94
32.06,-11.69,51.42,51415.00,,,,,,,23.83,3.72,23.83,9.43,29.59,10.94
